company,title,is_data_job,location_zone,quota,inStudentDraftCount,competition_rate,compensationAmount,compensation_Type,tags,workingCondition,officeName,officeAddressLine1,officeAddressLine2,description,requirements
บริษัท เนชั่นแนล ไอทีเอ็มเอ๊กซ์ จำกัด,Innovation & Research Development,Yes,,1,6,6.0,400.0,บาท/วัน,"Data Analyst, Data Engineer, data model, AI/ML/DL, Data Science",Hybrid,สำนักงานใหญ่,"เลขที่ 5/13 หมู่ที่ 3 ถนน แจ้งวัฒนะ แขวง ปากเกร็ด เขต คลองเกลือ จังหวัด นนทบุรี  11120 
  ",ใกล้รถไฟฟ้าสายสีชมพู สถานีศรีรัช,"We are seeking a talented and motivated professional to join our Innovation & Research Development Team. The successful candidate will have opportunity in developing account embedding techniques for PromptPay transactions and verifying their performance. This is an exciting opportunity to work on cutting-edge projects in a collaborative and fast-paced environment. Focus: ""What is PromptPay account embedding, how to develop embedding and how can it be verified?"" Their approach to designing and validating embeddings for real-world data. Build smart data systems – help design and develop a centralized data platform that connects and analyzes information across multiple sources. Engineer and organize data – clean, transform, and integrate datasets to make them ready for advanced analytics and AI applications. Research and model with AI/ML – explore algorithms, create prototypes, and test models that can detect anomalies or prevent fraudulent activities. Innovate and collaborate – work alongside data scientists, engineers, and innovation leads to bring fresh ideas that enhance system intelligence and business insight.","Eager to learn. Good attitude, problem solving and communication skill, enjoy facing new challenges. Fast learning and can work as a team."
บริษัท สมาร์ทชิฟท์โซลูชั่น จำกัด,Full Stack Developer Intern,Yes,✅ MRT,3,16,5.33,400.0,บาท/วัน,"Bangkok, Kotlin, Developer, FullStack, Web Developer, typescript, React, PostgreSQL, JAVA spring boot, Grails",Hybrid,สำนักงานใหญ่,"อาคาร Prime Hotel Central Station Bangkok ชั้น 4 ห้อง 23/34-35  4D เลขที่ 23/34-35 ถนน ไตรมิตร แขวง สัมพันธวงศ์ เขต ตลาดน้อย จังหวัด กรุงเทพมหานคร  10100 
  ","ใกล้ MRT หัวลำโพง ตึกเดียวกับ Honda หัวลำโพง
Our office locates 200 meters from MRT Hua Lamphong (https://maps.app.goo.gl/BAuF51FB2Xoy8v1XA).","💻 The Role: Building & Innovating As a Full-Stack Developer Intern, you'll be involved in all phases of the development lifecycle, from frontend interface design to backend data management and AI integration. Full-Stack Power: Work with modern stacks like Next.js, TypeScript, Kotlin, Spring Boot, Grails, and PostgreSQL. AI Integration: Contribute to integrating cutting-edge technologies like ChatGPT and Gemini into business consultancy tools, turning raw data into actionable intelligence. You'll receive real mentorship in debugging, optimization, and full-stack best practices while working closely with our experienced team leads and project managers.",ค่าตอบแทนเริ่มต้น 400 บาท/วัน ปรับขึ้นตามความสามารถจริง สามารถรับโครงการไปทำต่อได้แม้จะอยู่นอกช่วงฝึกงาน
บริษัท พาวเวอร์พาร์ทเนอร์ จำกัด,Software developers,Yes,,1,4,4.0,350.0,บาท/วัน,"UX/UI, C#, JavaScript, SQL, Developer, AI, API",On-Site,สำนักงานใหญ่,"เลขที่ 678/25-26 ถนน ประชาชื่น แขวง บางซื่อ เขต บางซื่อ จังหวัด กทม.  10800 
  ","เดินทางโดยรถสาธารณะ สาย 67,70,66 
รถไฟฟ้าสายสีม่วง น้ำเงิน แดง","รายละเอียดงาน : เขียนโปรแกรมและพัฒนาเว็บไซต์ ช่วยออกแบบและปรับปรุงระบบซอฟต์แวร์ สนับสนุนงานด้านเทคนิคและการพัฒนาโปรเจกต์ต่าง ๆ คุณสมบัติที่ต้องการ : สามารถเขียนโปรแกรมได้ (ระบุภาษาหรือเทคโนโลยีที่ต้องการ เช่น Python, JavaScript, HTML/CSS) มีความรับผิดชอบต่องานที่ได้รับมอบหมาย ขยัน อดทน และสามารถทำงานในสภาพแวดล้อมที่ท้าทายได้ รักการเรียนรู้ และพร้อมพัฒนาตนเอง หากมีผลงานหรือประสบการณ์ด้านการพัฒนาเว็บไซต์หรือซอฟต์แวร์จะพิจารณาเป็นพิเศษ",
ธนาคาร เกียรตินาคินภัทร จำกัด (มหาชน),Software Engineer,Yes,✅ Rama 4 / QSNCC / Sathorn,4,22,5.5,350.0,บาท/วัน,"Software Engineer, Golang, SQL, NoSQL, Backend , Docker,  APIs, DevOps ",Hybrid,สำนักงานใหญ่,"อาคาร อาคารเคเคพี ทาวเวอร์ เลขที่ 209 ถนน ถนนสุขุมวิท 21 (อโศก) แขวง เขตวัฒนา เขต แขวงคลองเตยเหนือ จังหวัด กรุงเทพมหานคร  10110 
  ",,"We are seeking a motivated and detail-oriented Software Engineer (Intern) to join our backend engineering team. This internship offers an excellent opportunity for students to gain practical experience in backend development, system design, and software engineering using Go (Golang) in a professional environment. As an intern, you will contribute to real-world projects, collaborate with cross-functional teams, and gain valuable exposure to modern software development practices. Responsibilities Assist in the design, development, and maintenance of backend services using Go (Golang) Support the development of APIs and microservices in line with product and system architecture Collaborate with product managers, DevOps engineers, and frontend developers to deliver integrated solutions Write clean, efficient, and maintainable code under the guidance of senior developers Participate in technical discussions and design reviews Qualifications Currently pursuing a Bachelor’s degree in Computer Science, Software Engineering, or a related technical field Basic knowledge of Go or programming experience in other languages with a willingness to learn Go is an advantage. Familiarity with API concepts such as REST or gRPC is an advantage Interest in cloud technologies, databases (SQL or NoSQL), containers (Docker), and distributed systems Strong problem-solving skills, attention to detail, and ability to work well in a team",
บริษัท บี.กริม เพาเวอร์ จำกัด (มหาชน),นักศึกษาฝึกงาน (Digital Transformation),Yes,,1,8,8.0,350.0,บาท/วัน,"UX/UI, infrastructure, Developer, Data Engineer, AI, cloud, Data Scientist, Power BI, Network, Security, Security Policy, Data , Quicksight, DataZone, Redshift,  AWS, data sources",On-Site,"Head Office, Krungthep Kreetha","อาคาร Dr. Gerhard Link Building เลขที่ 5 ถนน Krungthepkreetha Road แขวง Bangkapi เขต Huamark จังหวัด Bangkok  10240 
  ","รถไฟฟ้าสายสีเหลือง สถานีศรีกรีฑา ทางออก 1


","Location: Head Office, Krungthep Kreetha, Huamark, Bangkapi 10240 To join B.Grimm Digital CEDT internship program during June - July 2026 Job Scope: Explore and familiarize with enterprise data ecosystem and digital infrastructure: To understand the organization’s digital landscape — data sources, cloud setup, and application systems — and identify areas where data or AI solutions can add business value. Cloud Infrastructure and Data Pipeline Setup: To explore cloud architecture and Data pipeline tools (e.g., AWS, DataZone, Redshift, etc). Build foundational knowledge of data ingestion, transformation, and pipeline automation for analytics and AI projects. Key is to make data ready for usage Data Analytics and Visualization: To conduct data analysis and visualize insights through BI tools (Power BI, Quicksight). Interpret insights that support business decisions and identify potential predictive use cases. Either AI and Machine Learning Exploration (Chatbot / Predictive / Sentiment Use Cases) or Application Development, API Integration, and UX/UI Design: To explore AI applications such as chatbot design, customer sentiment analysis, and predictive analytics. Understand data preparation, model workflow, and evaluation techniques. or To apply good coding standards, automation scripts, and testing frameworks for QA. Validate system functionality, data accuracy, and performance using structured testing approaches. Final Project and Presentation: To deliver an end-to-end digital solution combining data pipeline, analytics dashboard, AI function (e.g., chatbot), and user interface prototype. Present findings and outcomes to management.",
บริษัท ออเรนจ์แคป อินโนเวทีฟ จำกัด,Software Engineer (Full-Stack / Front-end / Back-end / Flutter),Yes,✅ Victory Mon. / Phaya Thai,1,14,14.0,320.0,บาท/วัน,"Software Engineer, JavaScript, Frontend, nodeJS, Flutter, nestJS, expressJS, product development, Back-End, typescript, React",On-Site,Orange Cap Innovative,"https://maps.app.goo.gl/N6hsxywnQnTUFA247

อาคาร วรรณสรณ์ ชั้น 9 ห้อง 0904 เลขที่ 35 ถนน ถนนพญาไท  แขวง ราชเทวี เขต ถนนพญาไท  จังหวัด กรุงเทพมหานคร  10400",,เราคือใคร? Orange Cap Innovative เราเป็น Innovation Studio ที่สร้างสรรค์ Product มากมายในหลากหลายอุตสาหกรรม ทั้งฝั่งของ Tourism / Healthcare / Lifestyle โดยเราทั้งสร้าง Product เป็นของเราเอง In-house มากมายหลายตัว รวมถึงสร้าง Product ให้กับลูกค้าของเราอีกด้วย ที่ Orange Cap Innovative เราเชื่อในการ blend รวมกันระหว่าง Tech / Business / Marketing เราเชื่อว่า Product ที่ดีต้องเกิดจากการ blend รวมกันของทั้งสามสิ่งที่เหมาะสม และการเข้าใจใน Business และผู้ใช้งานจริง สามารถดูข้อมูลเพิ่มเติมได้ที่: https://oci.ltd/us น้องที่พี่ๆ กำลังมองหามาร่วมฝึกงานด้วยกัน Look for real impact : อยากทำงานที่มี Impact และมี User ได้ใช้จริงๆ Open-minded : มี mindset เปิดใจ เปิดกว้าง พร้อมเรียนรู้อะไรใหม่ๆ We treat you as a one of us : เราไม่ได้มองว่า Intern เป็นแค่ Intern แต่มองน้องว่าเป็นเหมือนพนักงานคนนึง ที่ได้มีโอกาสจับงานจริงๆ ได้รับ Feedback จริงๆ เราเชื่อว่าการฝึกงานแบบนี้น้องๆ จะได้ประสบการณ์ที่ใกล้เคียงกับการทำงานจริงที่สุด และสามารถเอาประสบการณ์ไปต่อยอดต่อได้ Break your own boundaries: พร้อมเรียนรู้ หาไอเดียหรือลองทำสิ่งใหม่ๆ นอกจากสิ่งที่เราทำเป็นอยู่แล้ว เราเชื่อว่าที่นี่มีพื้นที่สำหรับการเติบโตของน้องๆ อยู่ Love to discuss : ที่นี่เราชอบการ Discuss ชอบการพูดคุยถกเถียงกัน เราเชื่อว่าการได้ถกเถียงในเรื่องๆ นึงสามารถสร้างองค์ความรู้ได้หลากหลายขแนง และเรานำไปต่อยอดได้เองอีกแม้เรื่องนั้นจะไม่เคยได้ยินหรือรู้จักมาก่อนเลย หากน้องๆ สนใจในตำแหน่งต่อไปนี้ สามารถส่งใบสมัครเข้ามาได้เลยนะครับ สามารถเลือกได้ความสนใจของน้องๆ เลย ตำแหน่ง Front-end พัฒนาหน้าเว็บไซต์ ด้วย HTML/CSS ตาม UI ที่ออกแบบจากทีม Designer พัฒนา Web Application โดยใช้ React มีส่วนร่วมในการพูดคุยกับทีม Tech ในโปรเจคที่ได้รับมอบหมาย ทั้งการรับ Requirement ร่วมกันกับพี่ๆ Senior รวมถึง Discuss ร่วมกันกับทีม ตำแหน่ง Back-end พัฒนาระบบ REST API หลังบ้าน โดยใช้ Nest.js / Node.js เขียนระบบเชื่อมต่อกับ Database MongoDB มีส่วนร่วมในการพูดคุยกับทีม Tech ในโปรเจคที่ได้รับมอบหมาย ทั้งการรับ Requirement ร่วมกันกับพี่ๆ Senior รวมถึง Discuss ร่วมกันกับทีม ตำแหน่ง Full-stack Full-stack = Front-end + Back-end ได้ทำทั้งหน้าบ้าน และหลังบ้าน ตำแหน่ง Flutter พัฒนา Mobile Application แบบ Cross-Platform ทั้ง iOS / Android โดยใช้ Flutter ตาม UI ที่ออกแบบจากทีม Designer มีส่วนร่วมในการพูดคุยกับทีม Tech ในโปรเจคที่ได้รับมอบหมาย ทั้งการรับ Requirement ร่วมกันกับพี่ๆ Senior รวมถึง Discuss ร่วมกันกับทีม,สวัสดิการเบื้องต้นของน้องๆ ออฟฟิศอยู่อาคารวรรณสรณ์ ใจกลางเมือง เดินทางสะดวกจาก BTS พญาไท เวลาการเข้างาน และฝึกงานยืดหยุ่น (เข้างาน Late สุดที่ 10:30) วันลา 2 วันต่อเดือน น้ำ ขนม กาแฟ ฟรีในออฟฟิศ หยิบกินได้ไม่อั้น! ประสบการณ์การทำงานจริงกับพี่ๆ ทีม Tech เห็นบรรยากาศการทำงานของคนทำด้าน Tech และทีมอื่นๆในออฟฟิศแบบ real real ความรู้ที่สามารถนำไปต่อยอดในการเรียนและการเตรียมตัวเป็น first jobber ได้ฝึกทักษะการทำงานร่วมกับผู้อื่นและการสื่อสารในการทำงานที่จำเป็นต้องมี เมื่อน้องๆได้เข้าทำงานจริงในอนาคต
บริษัท บลูบิค กรุ๊ป จำกัด (มหาชน),System Analyst,Yes,✅ BTS,1,5,5.0,300.0,บาท/วัน,,Hybrid,Bluebik Group,อาคาร อาคารเอ็มไพร์ทาวเวอร์ ชั้น 20 เลขที่ 1 ถนน สาทรใต้ แขวง สาทร เขต ยานนาวา จังหวัด กรุงเทพมหานคร 10120,BTS (ช่องนนทรี),"About Bluebik – Ambition to Reality Bluebik is the leading consultancy focusing on comprehensive advice on digital transformation to transform the capabilities of our clients through technological application. We provide transformation consulting consists of Management Consulting – advice on strategies and management, Digital Excellence & Delivery covering in-depth recommendations on digital and technological development within organizations, Strategic PMO – advice on tangible benefits and significant cost saving through clients’ business process, Big Data & Advanced Analytics – provide end to end solution for Big Data & Advanced Analytics from strategy to implementation. About the role You will be responsible for designing data warehouses, developing best practices for data coding. A good opportunity to work closely with stakeholders and clients in all levels to deliver the best and beyond expectation. Work you will do • Coordinate with development team to provide system support including technical engineering • Coordinate with team on system development and deployment • Perform complicated work as assigned including product design, system development and create new technique to enhance software application effectiveness • Review and control project documents and reports such as Software Specification, User Manual, Test Script and other related documents • Review product quality and fix problem to control the operation • Provide guidance, consultation and technical support to team • Develops workflow, risk assess to enhance team quality and effectiveness • Develop system specification including test plans for each product • Develop unit test plan and integration testing • Develop web-based software using .Net, ASP.Net, C#, C++ or Web Application technologies • Coordinate with other teams for a smooth operation • Generate ad-hoc as requested Let us Talk About You If you are someone with: • knowledge in coding Java and Web Application • Programming skill (Should be able to write quality code when requested) • Good command of written and spoken English and Thai • Good interpersonal skill • Enthusiastic, Leadership, Detail-Oriented and Teamwork Why work with us We are a team of experts in a talented community, a collaborative atmosphere where creativity is encouraged. People First, by putting people at the heart of our priorities, we foster a work environment where you can excel and grow personally and professionally. Bluebik is strived for growth and expansion, and you can be part of our success story. We combine strategy, digital delivery excellence and deep technology advisory to help our clients transform their business. At Bluebik, your career advancement starts with actions. You can manage your own career and will advance based on performance. We collaborate to create unique and outstanding experiences with our talents to empower learning and growth opportunities. Whatever your ambitions, Bluebik offers you with a highly inclusive community of talents from both tech and business worlds to realize your full potential.",Working 5 days per week
บริษัท บลูบิค กรุ๊ป จำกัด (มหาชน),Full Stack Developer,No,✅ Din Daeng / Vibhavadi,1,5,5.0,300.0,บาท/วัน,,On-Site,Bluebik Vulcan,เลขที่ 199 อาคารเอส โอเอซิส ชั้น 11 ห้องเลขที่ 1103-1106 ถนนวิภาวดีรังสิต แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900,https://www.vulcan.bluebik.com/,"Responsibilities Work with BA/SA to design and develop software applications. Responsible for development and implementation of applications. Using OOP concepts to modify and add new business logic to existing code. Execute test and deployment. Provide application support after deployment. Qualifications Highly competent at least one or two programming languages such as Java, React, Angular, Flutter (Dart), etc. Understanding of Agile methodology (SCRUM). Knowledgeable in modern enterprise software architectures for large scale development. Ability to communicate effectively, including writing skill both Thai and English Eager to learn new technologies and to apply to real projects. Self-motivated, service-minded, and able to work both independently and under pressure.",Working 5 days per week
บริษัท มายคอร์สวิลล์ จำกัด,Full Stack Developer,No,✅ Siam / Chula,1,11,11.0,300.0,บาท/วัน,,Hybrid,จุฬาลงกรณ์มหาวิทยาลัย,ห้อง 122 อาคาร 3 คณะวิศวกรรมศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย ,หลังร้านอเมซอนคาเฟ่ ตึก 3,"- ออกแบบ พัฒนา และปรับปรุงเว็บแอปพลิเคชันด้วย Laravel (PHP Framework) และ ReactJS - มีส่วนร่วมในการออกแบบกระบวนการขั้นตอนการทำงาน หน้าจอการทำงาน ฐานข้อมูล และตรรกะการทำงานในระบบ - ออกแบบและวิเคราะห์ความต้องการของระบบร่วมกับผู้มีส่วนได้ส่วนเสียกับโครงการ - สามารถมีส่วนร่วมได้ทุกส่วนของขั้นตอนการพัฒนาระบบ - สามารถทำงานร่วมกับทีมเพื่อให้สามารถส่งมอบงานได้ทันตามกำหนด - มีความรู้ความเชี่ยวชาญใน Laravel Framework และ ReactJS สามารถเข้าใจ HTML, CSS, JavaScript, PHP เป็นอย่างดี - มีประสบการณ์ในการออกแบบฐานข้อมูลเชิงสัมพันธ์ - สามารถทำความเข้าใจรูปแบบการออกแบบ (การออกแบบซอฟต์แวร์) - มีความรู้ความความเข้าใจหลักการ SOLID, รูปแบบการออกแบบ MVC/MVVM และการเขียนโปรแกรมเชิงวัตถุ",ทำงานสัปดาห์ละ 5 วัน (วันจันทร์-วันศุกร์) หยุดตามวันหยุดราชการ เข้าทำงานที่บริษัทสัปดาห์ละ 2-3 วัน วันที่ไม่ได้เข้าบริษัท ทำงานผ่าน Virtual Office
บริษัท บลูบิค กรุ๊ป จำกัด (มหาชน),Backend Engineer,Yes,✅ BTS,1,7,7.0,300.0,บาท/วัน,,Hybrid,Bluebik Group,อาคาร อาคารเอ็มไพร์ทาวเวอร์ ชั้น 20 เลขที่ 1 ถนน สาทรใต้ แขวง สาทร เขต ยานนาวา จังหวัด กรุงเทพมหานคร 10120,BTS (ช่องนนทรี),"About Bluebik – Ambition to Reality Bluebik is the leading consultancy focusing on comprehensive advice on digital transformation to transform the capabilities of our clients through technological application. We provide transformation consulting consists of Management Consulting – advice on strategies and management, Digital Excellence & Delivery covering in-depth recommendations on digital and technological development within organizations, Strategic PMO – advice on tangible benefits and significant cost saving through clients’ business process, Big Data & Advanced Analytics – provide end to end solution for Big Data & Advanced Analytics from strategy to implementation. Work you will do • Assist the business and system analyst to design and develop technical requirements • Develop accurate and efficient programs according to the requirements • Maintain current knowledge of standard language, coding conventions, and operations requirements • Build and deploy code to several environment (i.e. Development, SIT, UAT) • Support, investigate and analyze the root causes of reported issues/defect/problem of the developed application Let us Talk About You If you are someone with: • Experience in Java and Golang development • Strong problem solving skill, good attitude and teamwork • A good team player Why work with us We are a team of experts in a talented community, a collaborative atmosphere where creativity is encouraged. People First, by putting people at the heart of our priorities, we foster a work environment where you can excel and grow personally and professionally. Bluebik is strived for growth and expansion, and you can be part of our success story. We combine strategy, digital delivery excellence and deep technology advisory to help our clients transform their business. At Bluebik, your career advancement starts with actions. You can manage your own career and will advance based on performance. We collaborate to create unique and outstanding experiences with our talents to empower learning and growth opportunities. Whatever your ambitions, Bluebik offers you with a highly inclusive community of talents from both tech and business worlds to realize your full potential.",Working 5 days per week
บริษัท เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),Junior UX/UI Designer,No,✅ BTS,1,5,5.0,300.0,บาท/วัน,"UX/UI, #Flutter #AI #Rust #IoT#Scala #Dart, UX/UI Design",On-Site,หน่วยงาน Technology Solutions (TS) ชั้น 19 ,"เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน) 1010 อาคารชินวัตรทาวเวอร์ 3 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพฯ 10900
",การเดินทาง 1. รถยนตร์ ถัดบริษัทตรีเพชรอีซูซุ 2. BTS ลงสถานี พหลโยธิน24 ซอยตรงคอนโดศุภาลัย (ต่อจักรยานยนต์ หรือ MuvMi),"Responsibilities: * Assist in the design and development of user interfaces for real estate websites and applications, ensuring a user-friendly and engaging experience. * Create wireframes, mockups, and prototypes to visualize and test different design concepts. * Conduct user research to understand user needs and preferences in the context of real estate platforms. * Collaborate with UX/UI designers and developers to implement and refine user interface designs. * Stay up-to-date on the latest UX/UI design trends and best practices, particularly those relevant to the real estate industry. * Assist in the creation of design specifications and style guides.",เวลาปฎิบัติงานเริ่ม 8.30 น. - 17.30 น. ( แต่งกายชุด นิสิต / นักศึกษา ) ค่าตอบแทน 300 บาท/วัน ระยะเวลางาน 01 มิ.ย. 2026 - 31 ก.ค. 2026 รูปแบบการทำงาน On-Site
บริษัท ดีเวอร์ฮูด เอชที จำกัด,Junior Developer (Trainee),Yes,✅ MRT,2,19,9.5,300.0,บาท/วัน,"JavaScript, SQL, FullStack, Python, Medical, Education",Hybrid,สำนักงานใหญ่,"990 อาคาร อัลดุลราฮิม เพลส ห้อง 2109 ถนน พระราม 4 แขวง สีลม เขต บางรัก จังหวัด กรุงเทพมหานคร  10500 
  ","อาคารอับดุลราฮิม เพลส ตรงข้ามสวนลุม ติด ดุสิต เซ็นทรัล ปาร์ก

เดินทางได้สะดวกด้วย BTS, MRT สีลม, รถประจำทางและมีที่จอดรถให้","พัฒนา software โดยใช้เทคโนโลยีต่อไปนี้ - Python (FastAPI, SQLAlchemy) - SQL (MariaDB) - Javascript (React, NextJS, Ant Design, ReactNative)",ทำงานแบบ Hybrid เข้าออฟฟิศ 1-2 วันต่อสัปดาห์ มีหัวหน้างานดูแลและให้คำแนะนำ ได้เพื่อร่วมงานที่หลากหลายและได้สัมผัสกระบวนการพัฒนา software ตามมาตรฐาน ISO มีการให้นำเสนอไอเดียและงานที่ทำแต่ผู้ร่วมงานคนอื่นๆ ในออฟฟิศมีน้ำขนมให้เหมือนมินิมาร์ท
บริษัท เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),Junior Software Development,No,✅ BTS,1,6,6.0,300.0,บาท/วัน,#Flutter #AI #Rust #IoT#Scala #Dart,On-Site,หน่วยงาน Technology Solutions (TS) ชั้น 19,"เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน) 
1010 อาคารชินวัตรทาวเวอร์ 3 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพฯ 10900
","การเดินทาง 
1. รถยนตร์ ถัดบริษัทตรีเพชรอีซูซุ 
2. BTS ลงสถานี พหลโยธิน24 ซอยตรงคอนโดศุภาลัย (ต่อจักรยานยนต์ หรือ MuvMi)
","Responsibilities: * Assist senior developers in the design, development, and implementation of software applications related to real estate, such as Mobile App or IoT. * Participate in all phases of the software development lifecycle, including requirements gathering, design, coding, testing, and deployment. * Write clean, efficient, and well-documented code using appropriate programming languages and frameworks. * Collaborate with other developers, designers, and project managers to deliver high-quality software solutions. * Learn and apply new technologies and development practices to improve software development skills. * Contribute to the development and maintenance of technical documentation. * Assist in troubleshooting and resolving software defects.",เวลาปฎิบัติงานเริ่ม 8.30 น. - 17.30 น. ( แต่งกายชุด นิสิต / นักศึกษา ) ค่าตอบแทน 300 บาท/วัน ระยะเวลางาน 01 มิ.ย. 2026 - 31 ก.ค. 2026 รูปแบบการทำงาน On-Site
บริษัท บล็อคฟินท์ จำกัด,Software Engineer (Back-End),Yes,,2,10,5.0,300.0,บาท/วัน,"Golang, Software Developer, Fintech ",Hybrid,สำนักงานใหญ่,"อาคาร มหานคร เซ็นเตอร์  ชั้น 6 เลขที่ 2 ถนน สีลม แขวง บางรัก เขต สีลม จังหวัด กรุงเทพฯ  10500 
  ",บีทีเอสช่องนนทรี,"Job Descriptions: - Support and develop the platform API. - Build the server-side logic and integrate with mobile and web applications. - Implement unit and integration tests. - Set the bar for code quality and best practices. - Practice quick build, measure, learn iterations to bring products to market and work alongside product managers and designers. - Hold your teammates and yourself to a high standard of engineering working on products that move money and manage sensitive customer data. Tech stacks: - Go, NodeJS- Docker, K8s, AWS, Google cloud platform, Azure, serverless architecture. - Distributed system design. - Graph database, NoSQL, Postgres. - Backend: Go/NodeJS(TypeScript) Testing Framework - Enzyme/Jest",
บริษัท ดีมีเตอร์ ไอซีที จำกัด,Product QA,No,✅ Rama 4 / QSNCC / Sathorn,1,2,2.0,300.0,บาท/วัน,"UX/UI, Developer",Hybrid,สำนักงานใหญ่,"อาคาร Thai CC Tower ชั้น 7 ห้อง 074 เลขที่ 43 ถนน สาทรใต้ แขวง สาทร เขต ยานนาวา จังหวัด กรุงเทพมหานคร  10120 
  ",,Job Description: Ability to manage multiple projects simultaneously while adhering to timelines and quality standards. Implement tests to verify that results meet specifications. Support internal and external stakeholders for SIT & UAT to ensure system accuracy and stability. Provide test result reports and develop UAT closure documents. Be familiar with the bug lifecycle and communicate closely with developers to locate the root cause of bugs. Work closely with the Product Manager and other QA team members.,
บริษัท อิคลิปส์ คอมพิวติ้ง (ประเทศไทย) จำกัด,Microsoft Power Apps Developer,No,✅ MRT,1,3,3.0,300.0,บาท/วัน,"Developer, PowerApps, PowerAutomate, Mobile Application , Dev",On-Site,สำนักงานใหญ่,"อาคาร ปาโซ่ ชั้น 12A เลขที่ 88 ถนน สีลม แขวง บางรัก เขต สุริยวงศ์ จังหวัด กรุงเทพมหานคร 10500
",อยู่ถัดจากอาคาร ITF ถนนสีลมตัดกับถนนนราธิวาส เดิน 5 นาทีจาก BTS ช่องนนทรี หรือ เดิน 10 นาทีจาก MRT ศาลาแดง,Develop and implement customer Power Apps Solutions to meet business needs Design and maintain efficient Canvas and Model-driven apps Troubleshoot issues related to Power Apps and Integrations,· เวลาทำงาน 9.00 a.m. - 6.00 p.m. พักเที่ยง 1 ชั่วโมง
บริษัท เพลย์ทอเรียม โซลูชันส์ จำกัด (มหาชน),Software Tester,Yes,✅ BTS,3,10,3.33,300.0,บาท/วัน,Intern,Hybrid,สำนักงานใหญ่,"อาคาร ยาคูลท์ ชั้น 15 เลขที่ 1025 ถนน พหลโยธิน แขวง พญาไท เขต พญาไท จังหวัด กรุงเทพมหานคร  10400 
  ",BTS สนามเป้า จากสถานี 0 เมตร ถึงอาคารยาคูลท์,"Functional Test, Performance/Load Test, Automate Test • Design test case and implement system test • Record/analyze test result and provide feedback to development team • Perform reporting the defect to the bug tracking system • Create automate test script by using Robot framework and Cypress for Automate test position • Create performance test script by using LoadRunner and Jmeter for Performance test position • Co-ordinate with Developers , SA, and PM to solve software error • Develop project-related documents such as user acceptance test document and user manual • Coordinate and facilitate the User Acceptance Test",บริษัทขอสงวนสิทธิ์ในการพิจารณาตำแหน่งว่าจะได้ฝึกในส่วนงานใดของ Software Tester ซึ่งจะขึ้นอยู่กับงานที่มีในขณะนั้น และหัวหน้างานพิจารณาโดยอ้างอิงจากความถนัดและความต้องการของน้องๆร่วมด้วย
บริษัท ซีพีเอฟ ไอทีเซ็นเตอร์ จำกัด (Axons),Data Scientist - Structured data/Computer Vision/NLP,Yes,✅ MRT,3,14,4.67,300.0,บาท/วัน,"Python, AI, AI/ML/DL, Cloud, LLM",Hybrid,สำนักงานใหญ่,"อาคาร C.P. Tower ชั้น 16 เลขที่ 313 ถนน สีลม แขวง บางรัก เขต สีลม จังหวัด กรุงเทพมหานคร  10500 
  ",สามารถเดินทางโดยรถไฟฟ้า MRT ลงสถานี สีลม หรือรถไฟฟ้า BTS ลงสถานี ศาลาแดง จากนั้นเดินต่อประมาณ 200–500 เมตร ไปยัง อาคาร CP Tower สีลม,"Responsibilities Design and implement predictive models to address key business challenges, providing stakeholders with accurate forecasts and actionable recommendations. Develop and apply advanced Machine Learning and Deep Learning models , including solutions leveraging Computer Vision (CV) , Natural Language Processing (NLP) , or Constraint Optimization (CP) . Work closely with stakeholders to propose innovative, data-driven approaches for optimizing operations and solving complex business problems. Conduct research on emerging data science methodologies and advancements in business analytics to continuously improve analytical frameworks and modeling approaches. Collaborate with Machine Learning Engineers and Product Teams to deploy, maintain, and refine AI-driven models and systems. Collaborate with the Business Intelligence team to identify, integrate, and manage valuable data sources while automating data collection and preprocessing workflows. Conduct in-depth Exploratory Data Analysis (EDA) and statistical evaluations on large and complex datasets to identify trends, patterns, and actionable insights that drive data-informed business decisions. Create impactful data visualizations in partnership with the Business Intelligence team to clearly communicate insights, trends, and recommendations to both technical and non-technical audiences. Qualifications Strong interest in Data Preparation, Data Engineering, or Computer Vision . Basic understanding or experience with Python and libraries such as Pandas , NumPy , or OpenCV . Familiarity with image data formats and basic image processing concepts. Detail-oriented, organized, and eager to learn new technologies and tools. Good communication skills and ability to work collaboratively in a team environment.",วันเริ่มงานและจบงาน นักศึกษาสามารถกำหนดได้เอง สำหรับฝึกงานsummer หากต้องการทำทุกขั้นตอนการพัฒนา AI model ขอแนะนำให้ฝึกงานอย่างน้อย 3 เดือน (12 สัปดาห์) เป็นต้นไป หากเคยเข้าโครงการ Super AI Engineer - level 2 เป็นต้นไปจะได้รับการพิจารณาเป็นพิเศษ
